type,client,tx,amount
deposit,1,317,10.0
deposit,1,318,10.0
deposit,1,319,10.0
deposit,1,320,10.0
deposit,1,321,10.0
deposit,1,322,10.0
deposit,1,323,10.0
deposit,1,324,10.0
deposit,1,325,10.0
deposit,1,326,10.0
deposit,1,327,10.0
deposit,1,328,10.0
deposit,1,329,10.0
deposit,1,330,10.0
deposit,1,331,10.0
deposit,1,332,10.0
deposit,1,333,10.0
deposit,1,334,10.0
deposit,1,335,10.0
deposit,1,336,10.0
deposit,1,337,10.0
deposit,1,338,10.0
deposit,1,339,10.0
deposit,1,340,10.0
deposit,1,341,10.0
deposit,1,342,10.0
deposit,1,343,10.0
deposit,1,344,10.0
deposit,1,345,10.0
deposit,1,346,10.0
deposit,1,347,10.0
deposit,1,348,10.0
deposit,1,349,10.0
deposit,1,350,10.0
deposit,1,351,10.0
deposit,1,352,10.0
deposit,1,353,10.0
deposit,1,354,10.0
deposit,1,355,10.0
deposit,1,356,10.0
deposit,1,357,10.0
deposit,1,358,10.0
deposit,1,359,10.0
deposit,1,360,10.0
deposit,1,361,10.0
deposit,1,362,10.0
deposit,1,363,10.0
deposit,1,364,10.0
deposit,1,365,10.0
deposit,1,366,10.0
deposit,1,367,10.0
deposit,1,368,10.0
deposit,1,369,10.0
deposit,1,370,10.0
deposit,1,371,10.0
deposit,1,372,10.0
deposit,1,373,10.0
deposit,1,374,10.0
deposit,1,375,10.0
deposit,1,376,10.0
deposit,1,377,10.0
deposit,1,378,10.0
deposit,1,379,10.0
deposit,1,380,10.0
deposit,1,381,10.0
deposit,1,382,10.0
deposit,1,383,10.0
deposit,1,384,10.0
deposit,1,385,10.0
deposit,1,386,10.0
deposit,1,387,10.0
deposit,1,388,10.0
deposit,1,389,10.0
deposit,1,390,10.0
deposit,1,391,10.0
deposit,1,392,10.0
deposit,1,393,10.0
deposit,1,394,10.0
deposit,1,395,10.0
deposit,1,396,10.0
deposit,1,397,10.0
deposit,1,398,10.0
deposit,1,399,10.0
deposit,1,400,10.0
deposit,1,401,10.0
deposit,1,402,10.0
deposit,1,403,10.0
deposit,1,404,10.0
deposit,1,405,10.0
deposit,1,406,10.0
deposit,1,407,10.0
deposit,1,408,10.0
deposit,1,409,10.0
deposit,1,410,10.0
deposit,1,411,10.0
deposit,1,412,10.0
deposit,1,413,10.0
deposit,1,414,10.0
deposit,1,415,10.0
deposit,1,416,10.0
deposit,1,417,10.0
deposit,1,418,10.0
deposit,1,419,10.0
deposit,1,420,10.0
deposit,1,421,10.0
deposit,1,422,10.0
deposit,1,423,10.0
deposit,1,424,10.0
deposit,1,425,10.0
deposit,1,426,10.0
deposit,1,427,10.0
deposit,1,428,10.0
deposit,1,429,10.0
deposit,1,430,10.0
deposit,1,431,10.0
deposit,1,432,10.0
deposit,1,433,10.0
deposit,1,434,10.0
deposit,1,435,10.0
deposit,1,436,10.0
deposit,1,437,10.0
deposit,1,438,10.0
deposit,1,439,10.0
deposit,1,440,10.0
deposit,1,441,10.0
deposit,1,442,10.0
deposit,1,443,10.0
deposit,1,444,10.0
deposit,1,445,10.0
deposit,1,446,10.0
deposit,1,447,10.0
deposit,1,448,10.0
deposit,1,449,10.0
deposit,1,450,10.0
deposit,1,451,10.0
deposit,1,452,10.0
deposit,1,453,10.0
deposit,1,454,10.0
deposit,1,455,10.0
deposit,1,456,10.0
deposit,1,457,10.0
deposit,1,458,10.0
deposit,1,459,10.0
deposit,1,460,10.0
deposit,1,461,10.0
deposit,1,462,10.0
deposit,1,463,10.0
deposit,1,464,10.0
deposit,1,465,10.0
deposit,1,466,10.0
deposit,1,467,10.0
deposit,1,468,10.0
deposit,1,469,10.0
deposit,1,470,10.0
deposit,1,471,10.0
deposit,1,472,10.0
deposit,1,473,10.0
deposit,1,474,10.0
deposit,1,475,10.0
deposit,1,476,10.0
deposit,1,477,10.0
deposit,1,478,10.0
deposit,1,479,10.0
deposit,1,480,10.0
deposit,1,481,10.0
deposit,1,482,10.0
deposit,1,483,10.0
deposit,1,484,10.0
deposit,1,485,10.0
deposit,1,486,10.0
deposit,1,487,10.0
deposit,1,488,10.0
deposit,1,489,10.0
deposit,1,490,10.0
deposit,1,491,10.0
deposit,1,492,10.0
deposit,1,493,10.0
deposit,1,494,10.0
deposit,1,495,10.0
deposit,1,496,10.0
deposit,1,497,10.0
deposit,1,498,10.0
deposit,1,499,10.0
deposit,1,500,10.0
deposit,1,501,10.0
deposit,1,502,10.0
deposit,1,503,10.0
deposit,1,504,10.0
deposit,1,505,10.0
deposit,1,506,10.0
deposit,1,507,10.0
deposit,1,508,10.0
deposit,1,509,10.0
deposit,1,510,10.0
deposit,1,511,10.0
deposit,1,512,10.0
deposit,1,513,10.0
deposit,1,514,10.0
deposit,1,515,10.0
deposit,1,516,10.0
deposit,1,517,10.0
deposit,1,518,10.0
deposit,1,519,10.0
deposit,1,520,10.0
deposit,1,521,10.0
deposit,1,522,10.0
deposit,1,523,10.0
deposit,1,524,10.0
deposit,1,525,10.0
deposit,1,526,10.0
deposit,1,527,10.0
deposit,1,528,10.0
deposit,1,529,10.0
deposit,1,530,10.0
deposit,1,531,10.0
deposit,1,532,10.0
deposit,1,533,10.0
deposit,1,534,10.0
deposit,1,535,10.0
deposit,1,536,10.0
deposit,1,537,10.0
deposit,1,538,10.0
deposit,1,539,10.0
deposit,1,540,10.0
deposit,1,541,10.0
deposit,1,542,10.0
deposit,1,543,10.0
deposit,1,544,10.0
deposit,1,545,10.0
deposit,1,546,10.0
deposit,1,547,10.0
deposit,1,548,10.0
deposit,1,549,10.0
deposit,1,550,10.0
deposit,1,551,10.0
deposit,1,552,10.0
deposit,1,553,10.0
deposit,1,554,10.0
deposit,1,555,10.0
deposit,1,556,10.0
deposit,1,557,10.0
deposit,1,558,10.0
deposit,1,559,10.0
deposit,1,560,10.0
deposit,1,561,10.0
deposit,1,562,10.0
deposit,1,563,10.0
deposit,1,564,10.0
deposit,1,565,10.0
deposit,1,566,10.0
deposit,1,567,10.0
deposit,1,568,10.0
deposit,1,569,10.0
deposit,1,570,10.0
deposit,1,571,10.0
deposit,1,572,10.0
deposit,1,573,10.0
deposit,1,574,10.0
deposit,1,575,10.0
deposit,1,576,10.0
deposit,1,577,10.0
deposit,1,578,10.0
deposit,1,579,10.0
deposit,1,580,10.0
deposit,1,581,10.0
deposit,1,582,10.0
deposit,1,583,10.0
deposit,1,584,10.0
deposit,1,585,10.0
deposit,1,586,10.0
deposit,1,587,10.0
deposit,1,588,10.0
deposit,1,589,10.0
deposit,1,590,10.0
deposit,1,591,10.0
deposit,1,592,10.0
deposit,1,593,10.0
deposit,1,594,10.0
deposit,1,595,10.0
deposit,1,596,10.0
deposit,1,597,10.0
deposit,1,598,10.0
deposit,1,599,10.0
deposit,1,600,10.0
deposit,1,601,10.0
deposit,1,602,10.0
deposit,1,603,10.0
deposit,1,604,10.0
deposit,1,605,10.0
deposit,1,606,10.0
deposit,1,607,10.0
deposit,1,608,10.0
deposit,1,609,10.0
deposit,1,610,10.0
deposit,1,611,10.0
deposit,1,612,10.0
deposit,1,613,10.0
deposit,1,614,10.0
deposit,1,615,10.0
deposit,1,616,10.0
deposit,1,617,10.0
deposit,1,618,10.0
deposit,1,619,10.0
deposit,1,620,10.0
deposit,1,621,10.0
deposit,1,622,10.0
deposit,1,623,10.0
deposit,1,624,10.0
deposit,1,625,10.0
deposit,1,626,10.0
deposit,1,627,10.0
deposit,1,628,10.0
deposit,1,629,10.0
deposit,1,630,10.0
deposit,1,631,10.0
deposit,1,632,10.0
deposit,1,633,10.0
deposit,1,634,10.0
deposit,1,635,10.0
deposit,1,636,10.0
deposit,1,637,10.0
deposit,1,638,10.0
deposit,1,639,10.0
deposit,1,640,10.0
deposit,1,641,10.0
deposit,1,642,10.0
deposit,1,643,10.0
deposit,1,644,10.0
deposit,1,645,10.0
deposit,1,646,10.0
deposit,1,647,10.0
deposit,1,648,10.0
deposit,1,649,10.0
deposit,1,650,10.0
deposit,1,651,10.0
deposit,1,652,10.0
deposit,1,653,10.0
deposit,1,654,10.0
deposit,1,655,10.0
deposit,1,656,10.0
deposit,1,657,10.0
deposit,1,658,10.0
deposit,1,659,10.0
deposit,1,660,10.0
deposit,1,661,10.0
deposit,1,662,10.0
deposit,1,663,10.0
deposit,1,664,10.0
deposit,1,665,10.0
deposit,1,666,10.0
deposit,1,667,10.0
deposit,1,668,10.0
deposit,1,669,10.0
deposit,1,670,10.0
deposit,1,671,10.0
deposit,1,672,10.0
deposit,1,673,10.0
deposit,1,674,10.0
deposit,1,675,10.0
deposit,1,676,10.0
deposit,1,677,10.0
deposit,1,678,10.0
deposit,1,679,10.0
deposit,1,680,10.0
deposit,1,681,10.0
deposit,1,682,10.0
deposit,1,683,10.0
deposit,1,684,10.0
deposit,1,685,10.0
deposit,1,686,10.0
deposit,1,687,10.0
deposit,1,688,10.0
deposit,1,689,10.0
deposit,1,690,10.0
deposit,1,691,10.0
deposit,1,692,10.0
deposit,1,693,10.0
deposit,1,694,10.0
deposit,1,695,10.0
deposit,1,696,10.0
deposit,1,697,10.0
deposit,1,698,10.0
deposit,1,699,10.0
deposit,1,700,10.0
deposit,1,701,10.0
deposit,1,702,10.0
deposit,1,703,10.0
deposit,1,704,10.0
deposit,1,705,10.0
deposit,1,706,10.0
deposit,1,707,10.0
deposit,1,708,10.0
deposit,1,709,10.0
deposit,1,710,10.0
deposit,1,711,10.0
deposit,1,712,10.0
deposit,1,713,10.0
deposit,1,714,10.0
deposit,1,715,10.0
deposit,1,716,10.0
deposit,1,717,10.0
deposit,1,718,10.0
deposit,1,719,10.0
deposit,1,720,10.0
deposit,1,721,10.0
deposit,1,722,10.0
deposit,1,723,10.0
deposit,1,724,10.0
deposit,1,725,10.0
deposit,1,726,10.0
deposit,1,727,10.0
deposit,1,728,10.0
deposit,1,729,10.0
deposit,1,730,10.0
deposit,1,731,10.0
deposit,1,732,10.0
deposit,1,733,10.0
deposit,1,734,10.0
deposit,1,735,10.0
deposit,1,736,10.0
deposit,1,737,10.0
deposit,1,738,10.0
deposit,1,739,10.0
deposit,1,740,10.0
deposit,1,741,10.0
deposit,1,742,10.0
deposit,1,743,10.0
deposit,1,744,10.0
deposit,1,745,10.0
deposit,1,746,10.0
deposit,1,747,10.0
deposit,1,748,10.0
deposit,1,749,10.0
deposit,1,750,10.0
deposit,1,751,10.0
deposit,1,752,10.0
deposit,1,753,10.0
deposit,1,754,10.0
deposit,1,755,10.0
deposit,1,756,10.0
deposit,1,757,10.0
deposit,1,758,10.0
deposit,1,759,10.0
deposit,1,760,10.0
deposit,1,761,10.0
deposit,1,762,10.0
deposit,1,763,10.0
deposit,1,764,10.0
deposit,1,765,10.0
deposit,1,766,10.0
deposit,1,767,10.0
deposit,1,768,10.0
deposit,1,769,10.0
deposit,1,770,10.0
deposit,1,771,10.0
deposit,1,772,10.0
deposit,1,773,10.0
deposit,1,774,10.0
deposit,1,775,10.0
deposit,1,776,10.0
deposit,1,777,10.0
deposit,1,778,10.0
deposit,1,779,10.0
deposit,1,780,10.0
deposit,1,781,10.0
deposit,1,782,10.0
deposit,1,783,10.0
deposit,1,784,10.0
deposit,1,785,10.0
deposit,1,786,10.0
deposit,1,787,10.0
deposit,1,788,10.0
deposit,1,789,10.0
deposit,1,790,10.0
deposit,1,791,10.0
deposit,1,792,10.0
deposit,1,793,10.0
deposit,1,794,10.0
deposit,1,795,10.0
deposit,1,796,10.0
deposit,1,797,10.0
deposit,1,798,10.0
deposit,1,799,10.0
deposit,1,800,10.0
deposit,1,801,10.0
deposit,1,802,10.0
deposit,1,803,10.0
deposit,1,804,10.0
deposit,1,805,10.0
deposit,1,806,10.0
deposit,1,807,10.0
deposit,1,808,10.0
deposit,1,809,10.0
deposit,1,810,10.0
deposit,1,811,10.0
deposit,1,812,10.0
deposit,1,813,10.0
deposit,1,814,10.0
deposit,1,815,10.0
deposit,1,816,10.0
deposit,1,817,10.0
deposit,1,818,10.0
deposit,1,819,10.0
deposit,1,820,10.0
deposit,1,821,10.0
deposit,1,822,10.0
deposit,1,823,10.0
deposit,1,824,10.0
deposit,1,825,10.0
deposit,1,826,10.0
deposit,1,827,10.0
deposit,1,828,10.0
deposit,1,829,10.0
deposit,1,830,10.0
deposit,1,831,10.0
deposit,1,832,10.0
deposit,1,833,10.0
deposit,1,834,10.0
deposit,1,835,10.0
deposit,1,836,10.0
deposit,1,837,10.0
deposit,1,838,10.0
deposit,1,839,10.0
deposit,1,840,10.0
deposit,1,841,10.0
deposit,1,842,10.0
deposit,1,843,10.0
deposit,1,844,10.0
deposit,1,845,10.0
deposit,1,846,10.0
deposit,1,847,10.0
deposit,1,848,10.0
deposit,1,849,10.0
deposit,1,850,10.0
deposit,1,851,10.0
deposit,1,852,10.0
deposit,1,853,10.0
deposit,1,854,10.0
deposit,1,855,10.0
deposit,1,856,10.0
deposit,1,857,10.0
deposit,1,858,10.0
deposit,1,859,10.0
deposit,1,860,10.0
deposit,1,861,10.0
deposit,1,862,10.0
deposit,1,863,10.0
deposit,1,864,10.0
deposit,1,865,10.0
deposit,1,866,10.0
deposit,1,867,10.0
deposit,1,868,10.0
deposit,1,869,10.0
deposit,1,870,10.0
deposit,1,871,10.0
deposit,1,872,10.0
deposit,1,873,10.0
deposit,1,874,10.0
deposit,1,875,10.0
deposit,1,876,10.0
deposit,1,877,10.0
deposit,1,878,10.0
deposit,1,879,10.0
deposit,1,880,10.0
deposit,1,881,10.0
deposit,1,882,10.0
deposit,1,883,10.0
deposit,1,884,10.0
deposit,1,885,10.0
deposit,1,886,10.0
deposit,1,887,10.0
deposit,1,888,10.0
deposit,1,889,10.0
deposit,1,890,10.0
deposit,1,891,10.0
deposit,1,892,10.0
deposit,1,893,10.0
deposit,1,894,10.0
deposit,1,895,10.0
deposit,1,896,10.0
deposit,1,897,10.0
deposit,1,898,10.0
deposit,1,899,10.0
deposit,1,900,10.0
deposit,1,901,10.0
deposit,1,902,10.0
deposit,1,903,10.0
deposit,1,904,10.0
deposit,1,905,10.0
deposit,1,906,10.0
deposit,1,907,10.0
deposit,1,908,10.0
deposit,1,909,10.0
deposit,1,910,10.0
deposit,1,911,10.0
deposit,1,912,10.0
deposit,1,913,10.0
deposit,1,914,10.0
deposit,1,915,10.0
deposit,1,916,10.0
deposit,1,917,10.0
deposit,1,918,10.0
deposit,1,919,10.0
deposit,1,920,10.0
deposit,1,921,10.0
deposit,1,922,10.0
deposit,1,923,10.0
deposit,1,924,10.0
deposit,1,925,10.0
deposit,1,926,10.0
deposit,1,927,10.0
deposit,1,928,10.0
deposit,1,929,10.0
deposit,1,930,10.0
deposit,1,931,10.0
deposit,1,932,10.0
deposit,1,933,10.0
deposit,1,934,10.0
deposit,1,935,10.0
deposit,1,936,10.0
deposit,1,937,10.0
deposit,1,938,10.0
deposit,1,939,10.0
deposit,1,940,10.0
deposit,1,941,10.0
deposit,1,942,10.0
deposit,1,943,10.0
deposit,1,944,10.0
deposit,1,945,10.0
deposit,1,946,10.0
deposit,1,947,10.0
deposit,1,948,10.0
deposit,1,949,10.0
deposit,1,950,10.0
deposit,1,951,10.0
deposit,1,952,10.0
deposit,1,953,10.0
deposit,1,954,10.0
deposit,1,955,10.0
deposit,1,956,10.0
deposit,1,957,10.0
deposit,1,958,10.0
deposit,1,959,10.0
deposit,1,960,10.0
deposit,1,961,10.0
deposit,1,962,10.0
deposit,1,963,10.0
deposit,1,964,10.0
deposit,1,965,10.0
deposit,1,966,10.0
deposit,1,967,10.0
deposit,1,968,10.0
deposit,1,969,10.0
deposit,1,970,10.0
deposit,1,971,10.0
deposit,1,972,10.0
deposit,1,973,10.0
deposit,1,974,10.0
deposit,1,975,10.0
deposit,1,976,10.0
deposit,1,977,10.0
deposit,1,978,10.0
deposit,1,979,10.0
deposit,1,980,10.0
deposit,1,981,10.0
deposit,1,982,10.0
deposit,1,983,10.0
deposit,1,984,10.0
deposit,1,985,10.0
deposit,1,986,10.0
deposit,1,987,10.0
deposit,1,988,10.0
deposit,1,989,10.0
deposit,1,990,10.0
deposit,1,991,10.0
deposit,1,992,10.0
deposit,1,993,10.0
deposit,1,994,10.0
deposit,1,995,10.0
deposit,1,996,10.0
deposit,1,997,10.0
deposit,1,998,10.0
deposit,1,999,10.0
deposit,1,1000,10.0
deposit,1,1001,10.0
deposit,1,1002,10.0
deposit,1,1003,10.0
deposit,1,1004,10.0
deposit,1,1005,10.0
deposit,1,1006,10.0
deposit,1,1007,10.0
deposit,1,1008,10.0
deposit,1,1009,10.0
deposit,1,1010,10.0
deposit,1,1011,10.0
deposit,1,1012,10.0
deposit,1,1013,10.0
deposit,1,1014,10.0
deposit,1,1015,10.0
deposit,1,1016,10.0
deposit,1,1017,10.0
deposit,1,1018,10.0
deposit,1,1019,10.0
deposit,1,1020,10.0
deposit,1,1021,10.0
deposit,1,1022,10.0
deposit,1,1023,10.0
deposit,1,1024,10.0
deposit,1,1025,10.0
deposit,1,1026,10.0
deposit,1,1027,10.0
deposit,1,1028,10.0
deposit,1,1029,10.0
deposit,1,1030,10.0
deposit,1,1031,10.0
deposit,1,1032,10.0
deposit,1,1033,10.0
deposit,1,1034,10.0
deposit,1,1035,10.0
deposit,1,1036,10.0
deposit,1,1037,10.0
deposit,1,1038,10.0
deposit,1,1039,10.0
deposit,1,1040,10.0
deposit,1,1041,10.0
deposit,1,1042,10.0
deposit,1,1043,10.0
deposit,1,1044,10.0
deposit,1,1045,10.0
deposit,1,1046,10.0
deposit,1,1047,10.0
deposit,1,1048,10.0
deposit,1,1049,10.0
deposit,1,1050,10.0
deposit,1,1051,10.0
deposit,1,1052,10.0
deposit,1,1053,10.0
deposit,1,1054,10.0
deposit,1,1055,10.0
deposit,1,1056,10.0
deposit,1,1057,10.0
deposit,1,1058,10.0
deposit,1,1059,10.0
deposit,1,1060,10.0
deposit,1,1061,10.0
deposit,1,1062,10.0
deposit,1,1063,10.0
deposit,1,1064,10.0
deposit,1,1065,10.0
deposit,1,1066,10.0
deposit,1,1067,10.0
deposit,1,1068,10.0
deposit,1,1069,10.0
deposit,1,1070,10.0
deposit,1,1071,10.0
deposit,1,1072,10.0
deposit,1,1073,10.0
deposit,1,1074,10.0
deposit,1,1075,10.0
deposit,1,1076,10.0
deposit,1,1077,10.0
deposit,1,1078,10.0
deposit,1,1079,10.0
deposit,1,1080,10.0
deposit,1,1081,10.0
deposit,1,1082,10.0
deposit,1,1083,10.0
deposit,1,1084,10.0
deposit,1,1085,10.0
deposit,1,1086,10.0
deposit,1,1087,10.0
deposit,1,1088,10.0
deposit,1,1089,10.0
deposit,1,1090,10.0
deposit,1,1091,10.0
deposit,1,1092,10.0
deposit,1,1093,10.0
deposit,1,1094,10.0
deposit,1,1095,10.0
deposit,1,1096,10.0
deposit,1,1097,10.0
deposit,1,1098,10.0
deposit,1,1099,10.0
deposit,1,1100,10.0
deposit,1,1101,10.0
deposit,1,1102,10.0
deposit,1,1103,10.0
deposit,1,1104,10.0
deposit,1,1105,10.0
deposit,1,1106,10.0
deposit,1,1107,10.0
deposit,1,1108,10.0
deposit,1,1109,10.0
deposit,1,1110,10.0
deposit,1,1111,10.0
deposit,1,1112,10.0
deposit,1,1113,10.0
deposit,1,1114,10.0
deposit,1,1115,10.0
deposit,1,1116,10.0
deposit,1,1117,10.0
deposit,1,1118,10.0
deposit,1,1119,10.0
deposit,1,1120,10.0
deposit,1,1121,10.0
deposit,1,1122,10.0
deposit,1,1123,10.0
deposit,1,1124,10.0
deposit,1,1125,10.0
deposit,1,1126,10.0
deposit,1,1127,10.0
deposit,1,1128,10.0
deposit,1,1129,10.0
deposit,1,1130,10.0
deposit,1,1131,10.0
deposit,1,1132,10.0
deposit,1,1133,10.0
deposit,1,1134,10.0
deposit,1,1135,10.0
deposit,1,1136,10.0
deposit,1,1137,10.0
deposit,1,1138,10.0
deposit,1,1139,10.0
deposit,1,1140,10.0
deposit,1,1141,10.0
deposit,1,1142,10.0
deposit,1,1143,10.0
deposit,1,1144,10.0
deposit,1,1145,10.0
deposit,1,1146,10.0
deposit,1,1147,10.0
deposit,1,1148,10.0
deposit,1,1149,10.0
deposit,1,1150,10.0
deposit,1,1151,10.0
